Source	Target	Weights
ALNR	RIVL	2
AVHR	RIVR	2
RMGL	RMDDL	2
RMDDR	RMDDR	2
OLLL	RMDR	2
RMDR	RMER	2
RMHL	RMFL	2
RIGL	RMFR	2
ADER	RMFR	2
SDQR	RMGL	2
ADER	RMHL	2
RMGL	SDQL	2
IL2L	SIBDL	2
ADEL	SIBVR	2
RMGL	SMBDL	2
RMDVR	SMBVL	2
AVKL	SMDDL	2
OLLL	SMDVL	2
PLNL	SMDVR	2
CEPVL	URBL	2
BAGR	URXL	2
IL2VL	URXL	2
CEPVR	URXR	2
RIH	URYVL	2
RIS	URYVL	2
AIMR	ADAR	2
ALMR	ADER	2
AWAL	ADFL	2
PVQL	ADLL	2
AWAR	ADLR	2
AWCL	AFDR	2
ASIL	AIAR	2
AWBR	AIAR	2
HSNL	AIAR	2
ASIL	AIBR	2
BAGR	AIBR	2
AIBL	AIBR	2
AIML	AIZL	2
PVNR	ALMR	2
RIH	AUAL	2
RIR	AUAR	2
ASHR	AVAL	2
RIBL	AVAR	2
URYVR	AVBR	2
ASHL	AVEL	2
RIFL	AVHL	2
BDUR	AVJR	2
AIZR	AWBR	2
AFDR	BAGL	2
AWCL	BAGL	2
AWCL	BAGR	2
AIYL	BAGR	2
AVFL	BDUR	2
AVFR	BDUR	2
OLLL	vBWMR03	2
PVT	CEPshDL	2
RIS	CEPshDL	2
IL2VL	GLRVL	2
OLQDL	IL1DL	2
RIH	IL1VR	2
ASHL	PVQL	2
AIYL	RIAR	2
DVA	RIBL	2
IL2VL	RIBL	2
PVPR	RIFR	2
ADAL	RIPR	2
AWBL	RIR	2
RMFR	RIS	2
RIVL	RMDDR	2
RIBR	RMDL	2
IL2R	RMED	2
RMDDR	RMED	2
RMDL	RMEL	2
IL1DR	RMER	2
AWCL	RMFL	2
ADAL	RMFL	2
RIMR	SAADR	2
RIAL	SIADR	2
SMBDR	SIBDL	2
RIR	SMBVL	2
RMDL	SMDVL	2
CEPVR	SMDVL	2
RIS	URYDL	2
URXL	RMGL	2.142857143
DVA	PVCL	2.166666667
AINR	AUAL	2.166666667
RIR	BAGR	2.166666667
PVCL	AVJL	2.166666667
ADFR	ADAR	2.2
ADEL	IL2L	2.2
PHCL	VA12	2.2
AVAL	LUAL	2.2
SMDDR	RIS	2.2
SMDVL	RIVL	2.2
VC04	VC03	2.2
VC05	VC04	2.2
AWBL	AIAL	2.25
ASER	AIAR	2.25
AWCL	AIBR	2.25
ASKR	ADLR	2.25
ASHR	ADFR	2.25
ASHR	AVDR	2.25
ASHR	RIAR	2.25
ASHR	HSNR	2.25
FLPL	ADER	2.25
ADER	OLLR	2.25
ADER	AVAR	2.25
IL2R	URBR	2.25
IL2R	RMDL	2.25
IL2VR	RIAR	2.25
CEPDR	URYDR	2.25
URYVR	SIBVL	2.25
OLQDL	RICR	2.25
AIMR	AVFR	2.25
URBR	IL2R	2.25
AIAR	ASIR	2.25
AIAR	ADAR	2.25
AIZL	ASEL	2.25
BDUL	PVNL	2.25
BDUL	PVNR	2.25
PVR	IL1DR	2.25
PVNL	BDUR	2.25
AIBR	RIMR	2.25
AIBR	AVAR	2.25
SAADR	RMFL	2.25
DVC	AVKL	2.25
PVCL	AVEL	2.25
OLQVR	RIGR	2.25
PVQR	AVFL	2.25
PVPR	AVKL	2.25
AS11	PDB	2.25
RIGR	RIBR	2.285714286
ASHR	RMGR	2.333333333
ADLL	ASEL	2.333333333
ALML	RMGL	2.333333333
PVM	DVA	2.333333333
FLPR	AVDR	2.333333333
PHCL	AVAL	2.333333333
CEPDL	SIADR	2.333333333
OLQVL	IL2L	2.333333333
AIML	ASJL	2.333333333
AIMR	ASJR	2.333333333
AIMR	RIFR	2.333333333
AIMR	RMGR	2.333333333
RIH	BAGR	2.333333333
RIH	URYVR	2.333333333
URBR	RICL	2.333333333
URBR	SIAVR	2.333333333
RIR	ADFR	2.333333333
RIR	RIGR	2.333333333
PVQR	AWAR	2.333333333
AVFL	AVBL	2.333333333
AVHR	AVBL	2.333333333
LUAR	PVWL	2.333333333
PVNR	AVJR	2.333333333
AVG	PVT	2.333333333
RIGL	RIBL	2.333333333
RMGL	SIAVL	2.333333333
AIBR	AVEL	2.333333333
RICR	RICL	2.333333333
AVKL	RMDL	2.333333333
AVKL	RIVL	2.333333333
AVJL	AVBL	2.333333333
AVDR	PQR	2.333333333
RIML	AVAL	2.333333333
AVAL	DA09	2.333333333
AVAR	AVER	2.333333333
AVAR	AVBL	2.333333333
URAVL	vBWML03	2.333333333
SMBDR	ALNL	2.333333333
SMBVR	vBWMR02	2.333333333
SMBVR	vBWMR08	2.333333333
DA09	VD13	2.333333333
VB06	VB07	2.333333333
VD03	VA03	2.333333333
HSNR	ASHL	2.333333333
PLMR	PVR	2.333333333
PDER	VD09	2.333333333
IL2L	RMGL	2.333333333
URYDR	AVAR	2.333333333
OLLR	RIGR	2.333333333
OLQVR	URBR	2.333333333
PVNR	AVBL	2.333333333
RIBL	SIBDL	2.333333333
RIGL	VD01	2.333333333
AVEL	AVER	2.333333333
AVBR	DB04	2.333333333
AVBR	VB04	2.333333333
AVBR	VB07	2.333333333
RMDVL	SMDVL	2.333333333
SABVR	DA01	2.333333333
SMDDR	VD01	2.333333333
DB01	DB02	2.333333333
DB01	VB03	2.333333333
VB05	VB06	2.333333333
ADAL	ADFL	2.333333333
RIVR	SDQR	2.333333333
PVR	PLMR	2.333333333
AVDL	FLPL	2.333333333
VD09	PDER	2.333333333
PVCR	PHCR	2.333333333
AVAR	URYDR	2.333333333
RIGR	OLLR	2.333333333
RIML	AIYL	2.333333333
AVDL	ADAR	2.333333333
SIBDL	RIBL	2.333333333
VD01	RIGL	2.333333333
DB04	AVBR	2.333333333
VB04	AVBR	2.333333333
VB07	AVBR	2.333333333
AS10	AVAL	2.333333333
VA09	AVAL	2.333333333
DA02	AVAR	2.333333333
DA08	AVAR	2.333333333
VA03	AVAR	2.333333333
RMDVR	RMDDR	2.333333333
SMDVL	RMDVL	2.333333333
DA01	SABVR	2.333333333
VD01	SMDDR	2.333333333
DB02	DB01	2.333333333
VB03	DB01	2.333333333
VB06	VB05	2.333333333
AVAL	DB06	2.333333333
IL1L	RMDL	2.333333333
VA08	VB08	2.333333333
AVHR	AVFR	2.4
AIBR	RIGL	2.4
PVCR	AVDR	2.4
VA09	VB08	2.4
VD01	DD01	2.4
VC01	VD01	2.4
URXR	IL2R	2.4
IL1R	IL1VR	2.4
IL1R	IL1DR	2.4
AVJR	PVCL	2.428571429
I3	pm4D	2.5
I3	pm5D	2.5
I5	M2L	2.5
M2R	g1AR	2.5
M3L	pm5D	2.5
MI	pm4D	2.5
AFDL	AWBL	2.5
ASHL	RIML	2.5
ASHL	RIPL	2.5
ASHR	PVCL	2.5
ASHR	HSNL	2.5
ADLR	ASER	2.5
ADLR	PVCL	2.5
URXL	AVJR	2.5
URXR	AVBR	2.5
URXR	SIAVR	2.5
ALML	CEPDL	2.5
ALMR	CEPDR	2.5
AVM	PVNL	2.5
AVM	SIBVL	2.5
DVA	DB03	2.5
DVA	hyp	2.5
ADEL	IL1L	2.5
ADER	ADEL	2.5
PHAL	PVQL	2.5
PHBL	hyp	2.5
PHCL	DA09	2.5
IL2R	ADER	2.5
CEPVL	RIBL	2.5
CEPVR	URAVR	2.5
URYVL	RID	2.5
OLLL	RMEL	2.5
IL1L	AVER	2.5
IL1R	RMDR	2.5
IL1VL	URYVL	2.5
IL1VL	URAVL	2.5
AIML	AVFR	2.5
AIML	CEPshDL	2.5
AIMR	HSNR	2.5
RIH	IL2VL	2.5
RIH	CEPDL	2.5
RIH	AIYL	2.5
RIH	AIYR	2.5
URBR	CEPVR	2.5
URBR	IL1R	2.5
RIR	AVEL	2.5
AIYL	AIBL	2.5
AIAL	ASJL	2.5
AIAL	AIZL	2.5
AUAL	DVA	2.5
AUAR	URXR	2.5
AIZR	SMDDR	2.5
RIS	CEPVR	2.5
PVQL	HSNL	2.5
PVQR	RIFR	2.5
ADAL	RICL	2.5
BDUR	ADER	2.5
BDUR	PVCL	2.5
PVR	ALMR	2.5
AVFL	AVBR	2.5
AVHL	PVQR	2.5
AVHR	ADLR	2.5
AVHR	AVG	2.5
LUAR	PVWR	2.5
PVNL	PVWL	2.5
PVNL	hyp	2.5
PVNR	AVL	2.5
AVG	AVBR	2.5
RIGR	OLQVR	2.5
RIGR	DVC	2.5
RMGL	RMDL	2.5
RMGL	SIBVR	2.5
RMGR	AVJL	2.5
AIBL	SAAVL	2.5
RICL	ADAR	2.5
RICL	RIML	2.5
AVKL	PDEL	2.5
AVKL	RIMR	2.5
AVKR	SMDDR	2.5
AVJL	AVHL	2.5
AVJR	AVAL	2.5
AVDL	DA01	2.5
AVDL	DA04	2.5
AVDR	LUAL	2.5
AVDR	DVC	2.5
AVDR	DA03	2.5
AVDR	DA05	2.5
AVL	DD01	2.5
PVWL	PVCL	2.5
RIMR	AVJL	2.5
RIMR	RIML	2.5
AVER	AVDR	2.5
AVER	AVEL	2.5
AVER	VA02	2.5
RID	DA06	2.5
RID	DD03	2.5
AVBL	AVDR	2.5
AVAR	LUAL	2.5
AVAR	AS02	2.5
AVAR	hyp	2.5
PVCR	DB02	2.5
PVCR	VB11	2.5
RIPL	ADFL	2.5
RMDDR	RMDVR	2.5
RMDL	OLLR	2.5
RMDR	RMDDL	2.5
RMDVL	OLQVR	2.5
RIVL	RMDL	2.5
RIVR	RIAR	2.5
RMHR	RMER	2.5
SMDDL	SAAVR	2.5
SMDDL	RMDL	2.5
SMDDR	dBWML06	2.5
SMDVR	RMDDL	2.5
SMBDR	SMDDR	2.5
SMBVL	PLNL	2.5
SIADR	SDQL	2.5
DA01	VD02	2.5
DA04	DD02	2.5
DA09	DD06	2.5
DB01	AS02	2.5
AS06	DA05	2.5
AS11	VD13	2.5
DD01	DA02	2.5
DD06	VD13	2.5
VA01	VD01	2.5
VA04	AVAR	2.5
VA08	VD08	2.5
VD11	DD06	2.5
VD13	DD06	2.5
HSNL	AVJL	2.5
VC02	VD02	2.5
VC03	VD04	2.5
ALML	AVM	2.5
IL2L	URBL	2.5
AIZL	AWAL	2.5
ASEL	ASGL	2.5
ADAL	OLQVL	2.5
AIBR	AIZL	2.5
AVKL	RIGR	2.5
HSNR	AIAR	2.5
RMFR	AIBR	2.5
AVM	AVJL	2.5
SMDDR	dBWML03	2.5
RMFR	dBWML04	2.5
RIMR	vBWML06	2.5
RMGL	vBWML06	2.5
RMHL	vBWMR02	2.5
RMED	vBWMR05	2.5
RMDL	vBWMR06	2.5
AIMR	CEPshDR	2.5
URBL	CEPVL	2.5
AINR	CEPVL	2.5
URXL	RICR	2.5
AINL	RIMR	2.5
ADER	RIVR	2.5
IL1L	RMDDR	2.5
IL1VL	RMEL	2.5
ADER	RMFL	2.5
BAGL	RMFR	2.5
ADEL	RMFR	2.5
PLNR	RMGR	2.5
CEPVR	RMHL	2.5
RMGL	SIBDL	2.5
CEPDL	URXL	2.5
FLPL	FLPR	2.571428571
AIBL	RIGR	2.571428571
IL2L	ADEL	2.6
AIAR	ASGR	2.6
AVFR	AVHR	2.6
PVPL	AVHR	2.6
PVNL	BDUL	2.6
AVKR	RIMR	2.6
PVCL	DVA	2.6
RMDL	RMDDR	2.6
PDA	DA09	2.6
AWAR	RIGR	2.666666667
ADLL	AWCL	2.666666667
AQR	PVCL	2.666666667
PVM	PVM	2.666666667
PLMR	AVAL	2.666666667
DVA	PDEL	2.666666667
DVA	AIZR	2.666666667
DVA	AVBL	2.666666667
ADER	IL1R	2.666666667
IL2DL	RMED	2.666666667
IL2R	OLLR	2.666666667
CEPVL	URYVL	2.666666667
OLLR	SMDVR	2.666666667
IL1L	vBWML04	2.666666667
IL1R	RMEL	2.666666667
IL1VR	IL1R	2.666666667
URBL	RMHR	2.666666667
URBR	RICR	2.666666667
RIR	AQR	2.666666667
AUAL	URXL	2.666666667
AVFL	AVG	2.666666667
AVFR	AVJL	2.666666667
AVHL	AVJL	2.666666667
PVNL	PVCL	2.666666667
PVNR	PQR	2.666666667
PVNR	PVT	2.666666667
AVG	PHAL	2.666666667
RIBL	SMDVR	2.666666667
RMGL	SIBVL	2.666666667
RIML	SAADL	2.666666667
RMFL	RMHL	2.666666667
RMED	SMDDR	2.666666667
RMDVR	vBWMR03	2.666666667
SMBVL	vBWML01	2.666666667
ASEL	AFDL	2.666666667
ASHR	AIZR	2.666666667
ASHR	RICR	2.666666667
ADLL	ADLR	2.666666667
OLQVR	RIBR	2.666666667
PVR	LUAL	2.666666667
RIBL	AVBL	2.666666667
RIBR	SIBVR	2.666666667
AVKR	SMBVR	2.666666667
AVBL	DB06	2.666666667
AVBL	VB07	2.666666667
AVBL	VB10	2.666666667
AVBR	VB02	2.666666667
AVBR	VB06	2.666666667
AVBR	VB11	2.666666667
DD01	DD02	2.666666667
VD03	VD04	2.666666667
AIZR	ASHR	2.666666667
RICR	ASHR	2.666666667
ADLR	ADLL	2.666666667
RIBR	OLQVR	2.666666667
LUAL	PVR	2.666666667
AVKL	PVPR	2.666666667
AVBL	RIBL	2.666666667
SIBVR	RIBR	2.666666667
SMBVR	AVKR	2.666666667
AVL	PVT	2.666666667
DB06	AVBL	2.666666667
VB07	AVBL	2.666666667
VB10	AVBL	2.666666667
VB02	AVBR	2.666666667
VB06	AVBR	2.666666667
VB11	AVBR	2.666666667
DA04	AVAL	2.666666667
VA03	AVAL	2.666666667
VA04	AVAL	2.666666667
VA10	AVAL	2.666666667
DA06	AVAR	2.666666667
PDB	AS11	2.666666667
DD02	DD01	2.666666667
VD04	VD03	2.666666667
ASHR	ADAR	2.714285714
AWAR	RIFR	2.75
ASER	AFDL	2.75
ADFL	RIR	2.75
ASHL	ADFL	2.75
URXR	AVER	2.75
DVA	AVAL	2.75
DVA	SMBDR	2.75
DVA	SMBVL	2.75
DVA	SMBVR	2.75
PDER	PVM	2.75
PHCR	VA12	2.75
IL2DR	RMEV	2.75
IL2VR	RIH	2.75
CEPDL	RIBL	2.75
CEPVR	SIAVR	2.75
URBR	ADAR	2.75
AVHL	AWBR	2.75
AVHL	SMBVR	2.75
RIBR	AIBL	2.75
RIBR	AVAR	2.75
AVKL	AVEL	2.75
PVT	RIGL	2.75
RIML	RMFL	2.75
RIMR	RIBR	2.75
AVAL	AS05	2.75
PVCL	SIBVL	2.75
PVCR	AVER	2.75
URADL	IL1DL	2.75
RMEV	RMED	2.75
RIVR	RMDVR	2.75
RIVR	SMDDL	2.75
RMHL	RMDR	2.75
VB01	VB02	2.75
HSNL	AWBL	2.75
RIVL	SDQR	2.75
AVM	ALML	2.75
ASHR	AVER	2.8
FLPR	ADER	2.8
IL1VL	IL1L	2.8
URBR	OLQDR	2.8
AIYR	AIYL	2.8
AVFL	AVHL	2.8
LUAR	PVR	2.8
PVNL	AVBR	2.8
PVWR	PVCR	2.8
AVAL	DA01	2.8
AVAL	AS10	2.8
AVAR	VA05	2.8
AVAR	VA10	2.8
PVCR	PVWR	2.8
SMDVR	RIVR	2.8
VC01	VC03	2.8
AVFL	AVHR	2.833333333
RIGR	AIBL	2.833333333
PVT	AIBL	2.833333333
URXR	RMGR	2.857142857
RIS	SMDDR	2.857142857
RIVR	SMDVR	2.857142857
I1L	I3	3
I1L	M2L	3
I1L	NSML	3
I1R	M2R	3
I1R	MCL	3
I2L	I2R	3
I2L	M3R	3
I2R	I2L	3
I2R	I6	3
I2R	M4	3
I5	I2L	3
I5	M1	3
M1	I2L	3
M1	pm5D	3
M1	e3D	3
M2L	M3L	3
M2L	pm4D	3
M2R	pm4D	3
M2R	pm4VR	3
M4	I4	3
M4	g2L	3
M5	pm5VR	3
M5	pm7D	3
M5	g1AL	3
MI	M2L	3
MI	MCL	3
NSMR	I4	3
NSMR	pm4D	3
ASIL	ASGL	3
ASIL	AIAL	3
ASGR	ASER	3
AWBL	SMBVL	3
ASEL	AIAL	3
ASER	AWCR	3
ADFL	RIGL	3
ADFR	AFDR	3
AWCL	AIAL	3
AWCR	ASEL	3
AWCR	RIAL	3
AWCR	RIVL	3
ASHL	AVDL	3
ADLR	ADLR	3
ADLR	RICR	3
BAGL	RID	3
BAGL	CEPshVR	3
BAGR	AQR	3
URXL	URXL	3
URXR	ADLR	3
URXR	AIMR	3
URXR	RIFR	3
URXR	RICR	3
SDQL	AVDL	3
SDQR	AIBL	3
SDQR	AVAL	3
AQR	URXL	3
ALML	RICR	3
ALML	PVCR	3
AVM	ADER	3
AVM	BDUL	3
AVM	AVHL	3
AVM	AVDL	3
PLML	AVAL	3
PLMR	AVAR	3
FLPR	hyp	3
DVA	AUAL	3
DVA	PVPR	3
DVA	SAADR	3
DVA	RIMR	3
DVA	SMBDL	3
PVDR	VA12	3
ADEL	FLPL	3
ADER	FLPR	3
ADER	RMGR	3
ADER	AVDR	3
ADER	RMDR	3
PHAL	DA08	3
PHAR	PVQL	3
PHBL	VA12	3
PHBR	AVDR	3
IL2DL	OLQDL	3
IL2R	RMEL	3
IL2VL	RIH	3
IL2VL	RIAL	3
CEPDL	SMBDR	3
CEPDR	BDUR	3
CEPVR	ADLR	3
URYDL	OLLL	3
URYDR	CEPDR	3
URYDR	SMDVR	3
URYVL	CEPVL	3
URYVR	AVBL	3
OLLL	ADEL	3
OLLL	RMDL	3
OLQDL	URYDL	3
IL1DL	dBWML03	3
IL1DR	IL1R	3
IL1L	ADEL	3
IL1R	AVER	3
AINL	SAAVL	3
AINL	RMDVL	3
AIML	CEPDL	3
AIMR	ASKR	3
AIMR	URXR	3
RIH	IL2VR	3
RIH	CEPVR	3
RIH	RMER	3
RIH	CEPshVR	3
URBL	RICL	3
URBR	SIADL	3
AIYL	AWCL	3
AIAL	ASEL	3
AIAL	AWCL	3
AIAR	ASER	3
AUAL	BAGR	3
AIZL	SMDVL	3
RIS	URYVR	3
RIS	OLLR	3
RIS	RIS	3
ALA	AVER	3
ALA	CEPshDL	3
PVQL	hyp	3
PVQR	DVC	3
ADAR	AVDR	3
ADAR	RIVR	3
RIFL	ALML	3
RIFL	AVBR	3
RIFR	ASHR	3
RIFR	URXR	3
BDUL	RMGL	3
BDUL	dBWML05	3
PVR	DB07	3
AVFL	AVL	3
AVHL	PVPR	3
AVHR	AVFL	3
AVHR	AVJR	3
LUAR	AVDL	3
PVNL	PQR	3
PVNL	PVDL	3
PVNL	LUAL	3
PVNL	PVT	3
PVNL	AVDR	3
PVNL	AVAL	3
PVNR	PVR	3
PVNR	VD03	3
PVNR	vBWML021	3
AVG	PVNR	3
AVG	AVAL	3
AVG	AVAR	3
DVB	VD13	3
DVB	mu_intL	3
RIBL	CEPVL	3
RIBL	RIAL	3
RIBR	AVER	3
RIGL	ALNL	3
RIGR	URXR	3
RIGR	RIAR	3
RMGR	SAADL	3
RMGR	AVER	3
RMGR	dBWMR05	3
AIBL	ASHR	3
AIBR	VB01	3
RICR	AIBL	3
SAADL	OLLR	3
SAADL	dBWMR04	3
SAADR	dBWML04	3
SAAVL	vBWMR04	3
SAAVR	vBWML04	3
AVKL	vBWML011	3
AVKL	vBWMR011	3
AVKR	vBWMR022	3
DVC	RIBL	3
AVJR	ALML	3
AVJR	AVER	3
AVJR	AVAR	3
AVDL	SABVR	3
AVDL	AS11	3
AVDL	VA03	3
AVDR	DA02	3
AVDR	AS11	3
AVDR	VA05	3
AVL	VD12	3
RIAL	RIR	3
RIAR	RIAR	3
RIML	SAADR	3
RIML	RIAL	3
RIMR	vBWML04	3
AVEL	DA02	3
AVER	AS02	3
AVER	VA01	3
RID	DD02	3
RID	hyp	3
AVBL	PVPR	3
AVBL	PVNR	3
AVBR	DA03	3
AVAL	RIAL	3
AVAR	DA09	3
PVCL	AVER	3
PVCL	AVAL	3
PVCL	SMBVR	3
PVCL	DB03	3
PVCR	VB06	3
RIPL	hyp	3
URADL	RIH	3
URADR	dBWMR04	3
URAVR	IL2VR	3
URAVR	PVT	3
RMER	RMER	3
RMER	RMHR	3
RMEV	dBWMR02	3
RMDDR	dBWML03	3
RMDDR	dBWML06	3
RMDDR	dBWMR01	3
RMDDR	dBWMR06	3
RMDDR	dBWMR07	3
RMDL	SIBVR	3
RIVL	vBWMR06	3
RIVR	RIAL	3
RMHR	AIBR	3
RMHR	RMHL	3
RMHR	SMDDL	3
RMHR	vBWML01	3
SMDDL	SMBDL	3
SMDDL	dBWML02	3
SMDDR	dBWML02	3
SMDDR	dBWML07	3
SMDDR	vBWML02	3
SMDVL	dBWML01	3
SMDVL	dBWML02	3
SMDVR	vBWML04	3
SMBDL	SIAVL	3
SMBDL	dBWMR016	3
SMBDR	SMBDL	3
SMBDR	dBWMR01	3
SMBDR	dBWMR02	3
SMBDR	dBWML016	3
SMBVL	exc_gl	3
SMBVR	PLNR	3
SMBVR	RMGR	3
SMBVR	RMDR	3
SIBDL	dBWMR05	3
SIBDL	dBWMR07	3
SIBDL	dBWMR09	3
SIBDL	dBWMR010	3
SIBDL	dBWMR011	3
SIBDL	dBWMR012	3
SIBDL	dBWMR013	3
SIBDL	dBWMR014	3
SIBDL	dBWMR015	3
SIBDR	dBWML05	3
SIBDR	dBWML07	3
SIBDR	dBWML09	3
SIBDR	dBWML010	3
SIBDR	dBWML011	3
SIBDR	dBWML012	3
SIBDR	dBWML013	3
SIBDR	dBWML014	3
SIBDR	dBWML015	3
SIBVL	vBWMR06	3
SIBVR	vBWML06	3
SIADL	dBWMR06	3
SIADL	dBWMR016	3
SIADR	dBWML06	3
SIADR	dBWML016	3
DA01	dBWML08	3
DA02	dBWMR07	3
DA03	dBWML09	3
DA03	dBWMR09	3
DA06	VD05	3
DA07	DD04	3
DA07	dBWML014	3
DA07	dBWML015	3
DA07	dBWML016	3
DA07	dBWML017	3
DA07	dBWML019	3
DA07	dBWMR014	3
DA07	dBWMR015	3
DA07	dBWMR016	3
DA07	dBWMR017	3
DA07	dBWMR019	3
DA08	dBWML016	3
DA08	dBWML017	3
DA08	dBWML018	3
DA08	dBWML019	3
DA08	dBWML021	3
DA08	dBWMR016	3
DA08	dBWMR017	3
DA08	dBWMR018	3
DA08	dBWMR019	3
DA08	dBWMR021	3
DA09	dBWML019	3
DA09	dBWML020	3
DA09	dBWML021	3
DA09	dBWML023	3
DA09	dBWMR019	3
DA09	dBWMR020	3
DA09	dBWMR021	3
DA09	dBWMR022	3
DA09	dBWMR023	3
PDA	VD13	3
DB01	dBWML06	3
DB01	dBWML08	3
DB02	DA02	3
DB02	AS03	3
DB02	DD01	3
DB03	dBWML013	3
DB04	DA05	3
DB04	dBWML015	3
DB04	dBWML016	3
DB04	dBWMR013	3
DB04	dBWMR015	3
DB04	dBWMR016	3
DB05	DA06	3
DB05	AS07	3
DB05	VD04	3
DB05	VD05	3
DB07	DA09	3
AS01	DB01	3
AS01	AS01	3
AS02	dBWMR07	3
AS05	AS05	3
AS06	dBWML014	3
AS07	dBWML016	3
AS07	dBWMR016	3
AS08	dBWML018	3
AS08	dBWMR018	3
AS09	dBWML019	3
AS09	dBWMR020	3
AS10	dBWML020	3
AS10	dBWMR021	3
AS11	dBWML021	3
PDB	dBWML024	3
PDB	dBWMR023	3
DD01	dBWMR06	3
DD03	dBWMR014	3
DD06	dBWMR022	3
VA02	vBWML09	3
VA03	VB03	3
VA03	VD02	3
VA03	vBWML011	3
VA03	vBWMR09	3
VA04	vBWML013	3
VA05	vBWML012	3
VA07	AS03	3
VA07	DD03	3
VA07	vBWMR014	3
VA08	AS05	3
VA08	VD09	3
VA08	vBWML016	3
VA08	vBWMR016	3
VA09	AS07	3
VA09	VD10	3
VA09	VD11	3
VA09	vBWML017	3
VA09	vBWMR017	3
VA10	AS06	3
VA10	VD11	3
VA10	VD12	3
VA10	vBWML018	3
VA10	vBWMR018	3
VA10	vBWMR019	3
VA10	vBWMR020	3
VA11	vBWMR021	3
VA11	vBWMR022	3
VA12	AVAL	3
VA12	vBWMR022	3
VB01	SMBVL	3
VB02	VA02	3
VB03	vBWML013	3
VB04	VD05	3
VB04	vBWML012	3
VB04	vBWMR012	3
VB04	vBWMR013	3
VB05	vBWML012	3
VB06	VA07	3
VB06	vBWML016	3
VB10	VA11	3
VB10	VD11	3
VB10	VD12	3
VB11	VA12	3
VD01	vBWML08	3
VD02	vBWMR07	3
VD04	vBWMR013	3
VD05	vBWMR012	3
VD06	vBWML015	3
VD09	VA09	3
VD12	VA11	3
VD13	dBWMR022	3
HSNL	RIR	3
HSNL	AIAL	3
HSNL	AIZL	3
HSNL	AVFR	3
HSNL	RIML	3
HSNL	vBWML015	3
HSNR	AIAL	3
HSNR	AVFL	3
VC01	PVT	3
VC01	VD04	3
VC01	vBWMR012	3
VC02	PVT	3
VC02	vBWML014	3
VC02	vBWMR013	3
VC02	VC03	3
VC03	PVQR	3
VC03	PVT	3
VC03	vBWML015	3
VC04	vBWMR016	3
VC04	vm2AR	3
VC05	HSNR	3
VC05	vm2PL	3
ASJL	ASJR	3
ASGL	ASEL	3
AFDR	AWCR	3
ASHL	ASHR	3
ASHL	RICL	3
BAGL	AINR	3
ALNL	hyp	3
SDQR	RIVL	3
PLML	AVDL	3
DVA	DA09	3
ADER	AINR	3
PHBL	PVQL	3
PHCR	AVAL	3
OLQDL	RIBL	3
OLQDR	URBR	3
OLQDR	RIBR	3
AIMR	AVKR	3
AIAL	AIAR	3
BDUR	PVR	3
AVFL	VD12	3
AVFR	PVPL	3
AVHL	DB07	3
AVHL	AS11	3
AVHR	PVPR	3
PVPL	AVG	3
DVB	PVT	3
RIBR	RIBR	3
RIGL	RMFL	3
AVKL	PVT	3
AVJL	PVWL	3
AVJL	hyp	3
AVJR	hyp	3
PVT	DD06	3
PVT	VD11	3
AVDL	hyp	3
AVL	PVWR	3
AVL	PDA	3
AVER	RMDVR	3
AVBL	VB11	3
AVBR	VB03	3
AVBR	VB05	3
PVCR	VA11	3
PVCR	hyp	3
SABD	VB01	3
SMBVL	SIBDL	3
DA02	VA05	3
DA05	AS06	3
AS01	VA05	3
AS10	VA12	3
DD01	VD01	3
DD04	DD05	3
DD05	DD06	3
DD06	VD11	3
VD02	VD02	3
dBWMR05	GLRL	3
dBWMR05	GLRR	3
dBWMR07	CEPshVR	3
dBWMR07	GLRDL	3
NSML	I1L	3
pm3VR	I1R	3
pm4D	I3	3
pm5D	M1	3
pm4D	MI	3
ASJR	ASJL	3
PVQR	ASJR	3
ASER	ASGR	3
AFDL	ADFL	3
AWCR	AFDR	3
ASKR	ASKL	3
AIBR	ASKR	3
ASHR	ASHL	3
RICL	ASHL	3
hyp	ALNL	3
PDER	PLML	3
AVDL	PLML	3
AVAR	PLML	3
hyp	PLML	3
DB07	DVA	3
PVQL	PHBL	3
PVCL	PHBL	3
hyp	PHBL	3
AVAL	PHCR	3
URAVL	IL2VL	3
RIBL	OLQDL	3
RIBR	OLQDR	3
AVKR	AIMR	3
AIAR	AIAL	3
AIBL	AIAL	3
AVEL	RIS	3
AVER	ALA	3
AVHR	PVQL	3
hyp	PVQL	3
PVR	BDUR	3
VD12	AVFL	3
hyp	AVFR	3
DB07	AVHL	3
AS11	AVHL	3
PVPR	AVHR	3
AVJL	AVHR	3
AVG	PVPL	3
RMGR	PVPR	3
PVWL	LUAR	3
PVT	PVNR	3
PVT	DVB	3
DD06	DVB	3
AVL	AVKL	3
hyp	AVJL	3
AVAR	AVJR	3
hyp	AVJR	3
DD06	PVT	3
hyp	AVDL	3
PDA	AVL	3
RMDVR	AVER	3
VB11	AVBL	3
VB03	AVBR	3
VB05	AVBR	3
hyp	AVAL	3
DA07	PVCR	3
DA09	PVCR	3
VA11	PVCR	3
hyp	PVCR	3
SIBDL	SMDDL	3
SIBDL	SMBVL	3
VA05	DA02	3
VA11	DA09	3
VA05	AS01	3
DD05	DD04	3
DD06	DD05	3
VB09	VB08	3
GLRL	dBWMR05	3
